Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
248.2412503,2.17871933,1.606459351,8.444838867,8.868079446
248.2513123,2.405946808,2.295626221,7.98230072,8.647288857
248.2613733,2.572700043,2.813698883,7.610773315,8.512317979
248.2714353,2.525248718,3.080743561,7.417525177,8.419473958
248.2814963,2.251617737,3.183430023,7.399562531,8.364062099
248.2915583,1.779349823,2.984194336,7.34926712,8.129159171
248.3016193,1.224603424,2.584525452,7.159611511,7.709699239
248.3116813,0.62839325,2.202968903,7.107669525,7.467724964
248.3217423,-0.025297394,1.820963287,7.057823181,7.28899275
248.3318043,-0.297431488,1.583407288,6.955585785,7.139735131
248.3418653,-0.342188416,1.469344482,6.934779053,7.096987152
248.3519273,-0.322878571,1.458117828,6.60157196,6.768390541
248.3619883,-1.024768982,2.236648865,4.743934937,5.343937527
248.3720503,-1.967807922,3.368594971,3.721560974,5.391633906
248.3821113,-0.778830414,3.525768127,5.129383392,6.272813698
248.3921733,1.047072601,2.748135223,5.468578033,6.209183034
248.4022343,1.493743744,2.409838715,5.001549225,5.749268445
248.4122963,0.754131775,2.639161835,5.055736542,5.752769933
248.4223573,-0.407901764,2.932102661,5.787115631,6.500332083
248.4324193,-0.590971069,2.76609787,7.163204041,7.701430799
248.4424803,-0.276624756,2.447111206,8.352331238,8.707830477
248.4525423,0.170196075,2.249522095,9.364077301,9.63199149
248.4626033,0.869691467,2.445165253,10.43360321,10.75152419
248.4726653,1.220711517,2.497705994,11.97644485,12.29487305
248.4827263,1.67905838,2.445913696,12.8385022,13.17683078
248.4927883,2.435884552,2.772085419,12.92262726,13.43920706
248.5028493,2.130220184,3.066074066,13.01872742,13.54348226
248.5129113,1.704505463,3.134481812,12.76889694,13.25801811
248.5229723,1.378932495,3.248245239,11.72736282,12.24677879
248.5330343,0.599952393,3.483406219,10.00863693,10.61446537
248.5430953,-0.075443115,3.783981171,8.050259399,8.895554033
248.5531573,-0.142054596,4.070635071,6.891069946,8.004816949
248.5632183,0.22109024,4.209845581,7.027286682,8.194781194
248.5732803,0.654888153,4.515809326,7.869285736,9.09654167
248.5833413,0.746946716,5.414690094,8.468489685,10.07929143
248.5934033,0.174836426,6.411317596,8.94524826,11.0069536
248.6034643,-0.892444153,6.904990997,9.574988708,11.83874005
248.6135263,-2.39052887,7.02638855,9.968819733,12.42827949
